# Source: PTFS1720i
# Coordinates: 306.82243 43.68944
# Epoch Units: PTFHJD
#
# Column definitions
# ------------------
# lcType: s = detected on reference image, t = transient
# filterID: 1 = g', 2 = R
# fieldID: PTF Field ID
# chipID: PTF Chip ID
# sourceID: Source ID
# epoch: Time of observation
# mag: calibrated magnitude
# magErr: calibrated magnitude error
# sextractorFlags: sextractor flags from detection
# ipacFlags: see documentation
# relPhotFlags: relative photometry flags
# limitMag: Magnitude at which 95% of source in reference image are detected
#           in this exposure
#
# lcType filterID fieldID chipID sourceID epoch mag magerr sextractorFlags ipacFlags relPhotFlags limitMag
t 02 004586 10 00143 2749.20417873 17.299 0.018 2 2 0 19.54
t 02 004586 10 00143 2749.20536877 17.323 0.019 0 2 0 19.48
t 02 004586 10 00143 2749.20653881 17.272 0.018 2 2 0 19.56
t 02 004586 10 00143 2749.20769884 17.245 0.017 0 2 0 19.64
t 02 004586 10 00143 2749.20884888 17.303 0.017 2 2 0 19.59
t 02 004586 10 00143 2749.21000891 17.305 0.017 0 2 0 19.61
t 02 004586 10 00143 2749.21116895 17.287 0.018 0 2 0 19.53
t 02 004586 10 00143 2749.21232899 17.350 0.018 0 2 0 19.56
t 02 004586 10 00143 2749.21347902 17.249 0.017 2 2 0 19.58
t 02 004586 10 00143 2749.21463906 17.277 0.017 2 2 0 19.65
t 02 004586 10 00143 2749.21583910 17.208 0.017 0 2 0 19.59
t 02 004586 10 00143 2749.21699913 17.156 0.019 0 2 0 19.31
t 02 004586 10 00143 2749.21815917 17.185 0.019 2 2 0 19.37
t 02 004586 10 00143 2749.21931920 17.160 0.017 0 2 0 19.43
t 02 004586 10 00143 2749.22046924 17.101 0.017 2 2 0 19.53
t 02 004586 10 00143 2749.22163928 17.121 0.017 2 2 0 19.47
t 02 004586 10 00143 2749.22279931 17.124 0.017 2 2 0 19.45
t 02 004586 10 00143 2749.22395935 17.081 0.017 2 2 0 19.49
t 02 004586 10 00143 2749.22511939 17.091 0.016 2 2 0 19.61
t 02 004586 10 00143 2749.22626942 17.117 0.015 2 2 0 19.65
t 02 004586 10 00143 2749.22742946 17.077 0.016 2 2 0 19.62
t 02 004586 10 00143 2749.22858949 17.029 0.016 0 2 0 19.63
t 02 004586 10 00143 2749.22976953 17.020 0.015 2 2 0 19.67
t 02 004586 10 00143 2749.23093957 17.006 0.015 2 2 0 19.66
t 02 004586 10 00143 2749.23208960 17.013 0.014 2 2 0 19.61
t 02 004586 10 00143 2749.23324964 16.991 0.015 2 2 0 19.63
t 02 004586 10 00143 2749.23440968 17.026 0.014 0 2 0 19.67
t 02 004586 10 00143 2749.23557971 17.034 0.015 2 2 0 19.65
t 02 004586 10 00143 2749.23676975 17.177 0.017 2 2 0 19.58
t 02 004586 10 00143 2749.23911982 17.128 0.016 0 2 0 19.57
t 02 004586 10 00143 2749.24030986 17.207 0.016 2 2 0 19.57
t 02 004586 10 00143 2749.24146990 16.998 0.015 0 2 0 19.65
t 02 004586 10 00143 2749.24262993 17.229 0.016 0 2 0 19.68
t 02 004586 10 00143 2749.24377997 17.216 0.016 0 2 0 19.68
t 02 004586 10 00143 2749.24495001 17.267 0.017 0 2 0 19.68
t 02 004586 10 00143 2749.24611004 17.300 0.017 0 2 0 19.67
t 02 004586 10 00143 2749.24727008 17.292 0.017 0 2 0 19.66
t 02 004586 10 00143 2749.24845011 17.300 0.017 2 2 0 19.68
t 02 004586 10 00143 2749.24961015 17.338 0.016 0 2 0 19.70
t 02 004586 10 00143 2749.25076019 17.323 0.017 0 2 0 19.69
t 02 004586 10 00143 2749.25193022 17.285 0.017 2 2 0 19.71
t 02 004586 10 00143 2749.25309026 17.233 0.016 0 2 0 19.70
t 02 004586 10 00143 2749.25425030 17.273 0.016 2 2 0 19.68
t 02 004586 10 00143 2749.25540033 17.286 0.017 2 2 0 19.65
t 02 004586 10 00143 2749.25657037 17.333 0.017 0 2 0 19.67
t 02 004586 10 00143 2749.25774040 17.415 0.018 0 2 0 19.66
t 02 004586 10 00143 2749.25890044 17.450 0.019 0 2 0 19.55
t 02 004586 10 00143 2753.49323678 14.798 0.007 0 2 0 19.31
